"HAUL","VESSEL","CRUISE","SPECIES_CODE","REGION","START_TIME","STRATUM","STATIONID","BOTTOM_DEPTH","START_LATITUDE","START_LONGITUDE","SPECIMENID","COMMON_NAME","SEX","LENGTH","WEIGHT","CATCH_WEIGHT","YEAR","BIOMASS","VARBIO","LOWERB","UPPERB"
25,94,201002,21720,"BS",2010-07-29 10:15:52,999,"BB-21",28,64.01273,-171.34162,63,"Pacific cod",3,100,8,0.008,2010,29123.89,43399093.4674,15948.29,42299.49
26,94,201002,21720,"BS",2010-07-29 13:10:38,999,"BB-22",52,63.98623,-172.0534,64,"Pacific cod",1,720,4056,70.96,2010,29123.89,43399093.4674,15948.29,42299.49
26,94,201002,21720,"BS",2010-07-29 13:10:38,999,"BB-22",52,63.98623,-172.0534,65,"Pacific cod",1,740,4906,70.96,2010,29123.89,43399093.4674,15948.29,42299.49
26,94,201002,21720,"BS",2010-07-29 13:10:38,999,"BB-22",52,63.98623,-172.0534,66,"Pacific cod",1,260,176,70.96,2010,29123.89,43399093.4674,15948.29,42299.49
26,94,201002,21720,"BS",2010-07-29 13:10:38,999,"BB-22",52,63.98623,-172.0534,67,"Pacific cod",1,750,5432,70.96,2010,29123.89,43399093.4674,15948.29,42299.49
26,94,201002,21720,"BS",2010-07-29 13:10:38,999,"BB-22",52,63.98623,-172.0534,68,"Pacific cod",1,810,6680,70.96,2010,29123.89,43399093.4674,15948.29,42299.49
26,94,201002,21720,"BS",2010-07-29 13:10:38,999,"BB-22",52,63.98623,-172.0534,69,"Pacific cod",1,730,4354,70.96,2010,29123.89,43399093.4674,15948.29,42299.49
26,94,201002,21720,"BS",2010-07-29 13:10:38,999,"BB-22",52,63.98623,-172.0534,70,"Pacific cod",1,780,5594,70.96,2010,29123.89,43399093.4674,15948.29,42299.49
26,94,201002,21720,"BS",2010-07-29 13:10:38,999,"BB-22",52,63.98623,-172.0534,71,"Pacific cod",1,820,6205,70.96,2010,29123.89,43399093.4674,15948.29,42299.49
26,94,201002,21720,"BS",2010-07-29 13:10:38,999,"BB-22",52,63.98623,-172.0534,72,"Pacific cod",1,220,102,70.96,2010,29123.89,43399093.4674,15948.29,42299.49
26,94,201002,21720,"BS",2010-07-29 13:10:38,999,"BB-22",52,63.98623,-172.0534,73,"Pacific cod",1,240,120,70.96,2010,29123.89,43399093.4674,15948.29,42299.49
26,94,201002,21720,"BS",2010-07-29 13:10:38,999,"BB-22",52,63.98623,-172.0534,77,"Pacific cod",2,250,148,70.96,2010,29123.89,43399093.4674,15948.29,42299.49
26,94,201002,21720,"BS",2010-07-29 13:10:38,999,"BB-22",52,63.98623,-172.0534,74,"Pacific cod",2,740,4586,70.96,2010,29123.89,43399093.4674,15948.29,42299.49
26,94,201002,21720,"BS",2010-07-29 13:10:38,999,"BB-22",52,63.98623,-172.0534,75,"Pacific cod",2,670,3554,70.96,2010,29123.89,43399093.4674,15948.29,42299.49
26,94,201002,21720,"BS",2010-07-29 13:10:38,999,"BB-22",52,63.98623,-172.0534,76,"Pacific cod",2,630,3028,70.96,2010,29123.89,43399093.4674,15948.29,42299.49
26,94,201002,21720,"BS",2010-07-29 13:10:38,999,"BB-22",52,63.98623,-172.0534,78,"Pacific cod",2,780,6320,70.96,2010,29123.89,43399093.4674,15948.29,42299.49
26,94,201002,21720,"BS",2010-07-29 13:10:38,999,"BB-22",52,63.98623,-172.0534,79,"Pacific cod",2,790,6650,70.96,2010,29123.89,43399093.4674,15948.29,42299.49
27,94,201002,10210,"BS",2010-07-29 15:53:08,999,"AA-22",36,63.70007,-172.06112,73,"yellowfin sole",2,270,242,0.468,2010,427375.32,2306542883.7021,331322.36,523428.29
27,94,201002,10210,"BS",2010-07-29 15:53:08,999,"AA-22",36,63.70007,-172.06112,74,"yellowfin sole",2,260,226,0.468,2010,427375.32,2306542883.7021,331322.36,523428.29
28,94,201002,10210,"BS",2010-07-29 18:14:38,999,"AA-23",55,63.67602,-172.71473,75,"yellowfin sole",1,310,374,2.81,2010,427375.32,2306542883.7021,331322.36,523428.29
28,94,201002,10210,"BS",2010-07-29 18:14:38,999,"AA-23",55,63.67602,-172.71473,76,"yellowfin sole",1,300,308,2.81,2010,427375.32,2306542883.7021,331322.36,523428.29
28,94,201002,10210,"BS",2010-07-29 18:14:38,999,"AA-23",55,63.67602,-172.71473,77,"yellowfin sole",2,310,376,2.81,2010,427375.32,2306542883.7021,331322.36,523428.29
28,94,201002,10210,"BS",2010-07-29 18:14:38,999,"AA-23",55,63.67602,-172.71473,78,"yellowfin sole",2,330,562,2.81,2010,427375.32,2306542883.7021,331322.36,523428.29
28,94,201002,10210,"BS",2010-07-29 18:14:38,999,"AA-23",55,63.67602,-172.71473,79,"yellowfin sole",2,200,88,2.81,2010,427375.32,2306542883.7021,331322.36,523428.29
29,94,201002,21720,"BS",2010-07-30 07:04:26,999,"CC-21",45,64.3479,-171.36308,80,"Pacific cod",1,760,5532,8.64,2010,29123.89,43399093.4674,15948.29,42299.49
29,94,201002,21720,"BS",2010-07-30 07:04:26,999,"CC-21",45,64.3479,-171.36308,81,"Pacific cod",1,620,3112,8.64,2010,29123.89,43399093.4674,15948.29,42299.49
30,94,201002,21720,"BS",2010-07-30 10:12:24,999,"CC-20",36,64.3373,-170.59722,82,"Pacific cod",2,230,118,0.118,2010,29123.89,43399093.4674,15948.29,42299.49
33,94,201002,21720,"BS",2010-07-30 18:39:47,999,"BB-18",34,64.01918,-169.04827,83,"Pacific cod",1,750,5092,15.02,2010,29123.89,43399093.4674,15948.29,42299.49
33,94,201002,21720,"BS",2010-07-30 18:39:47,999,"BB-18",34,64.01918,-169.04827,84,"Pacific cod",2,860,7820,15.02,2010,29123.89,43399093.4674,15948.29,42299.49
33,94,201002,10210,"BS",2010-07-30 18:39:47,999,"BB-18",34,64.01918,-169.04827,80,"yellowfin sole",2,480,1564,10.84,2010,427375.32,2306542883.7021,331322.36,523428.29
33,94,201002,10210,"BS",2010-07-30 18:39:47,999,"BB-18",34,64.01918,-169.04827,81,"yellowfin sole",2,460,1378,10.84,2010,427375.32,2306542883.7021,331322.36,523428.29
34,94,201002,21720,"BS",2010-07-31 07:11:45,999,"BB-01",35,63.978,-168.3002,88,"Pacific cod",2,130,20,18.1,2010,29123.89,43399093.4674,15948.29,42299.49
34,94,201002,21720,"BS",2010-07-31 07:11:45,999,"BB-01",35,63.978,-168.3002,85,"Pacific cod",2,800,6765,18.1,2010,29123.89,43399093.4674,15948.29,42299.49
34,94,201002,21720,"BS",2010-07-31 07:11:45,999,"BB-01",35,63.978,-168.3002,86,"Pacific cod",2,210,98,18.1,2010,29123.89,43399093.4674,15948.29,42299.49
34,94,201002,21720,"BS",2010-07-31 07:11:45,999,"BB-01",35,63.978,-168.3002,87,"Pacific cod",2,790,4900,18.1,2010,29123.89,43399093.4674,15948.29,42299.49
34,94,201002,21720,"BS",2010-07-31 07:11:45,999,"BB-01",35,63.978,-168.3002,89,"Pacific cod",1,800,6080,18.1,2010,29123.89,43399093.4674,15948.29,42299.49
34,94,201002,21720,"BS",2010-07-31 07:11:45,999,"BB-01",35,63.978,-168.3002,90,"Pacific cod",1,130,16,18.1,2010,29123.89,43399093.4674,15948.29,42299.49
34,94,201002,21720,"BS",2010-07-31 07:11:45,999,"BB-01",35,63.978,-168.3002,91,"Pacific cod",1,100,8,18.1,2010,29123.89,43399093.4674,15948.29,42299.49
34,94,201002,21720,"BS",2010-07-31 07:11:45,999,"BB-01",35,63.978,-168.3002,92,"Pacific cod",1,120,14,18.1,2010,29123.89,43399093.4674,15948.29,42299.49
34,94,201002,10210,"BS",2010-07-31 07:11:45,999,"BB-01",35,63.978,-168.3002,82,"yellowfin sole",1,330,468,54.09,2010,427375.32,2306542883.7021,331322.36,523428.29
34,94,201002,10210,"BS",2010-07-31 07:11:45,999,"BB-01",35,63.978,-168.3002,83,"yellowfin sole",1,320,444,54.09,2010,427375.32,2306542883.7021,331322.36,523428.29
34,94,201002,10210,"BS",2010-07-31 07:11:45,999,"BB-01",35,63.978,-168.3002,84,"yellowfin sole",1,250,164,54.09,2010,427375.32,2306542883.7021,331322.36,523428.29
34,94,201002,10210,"BS",2010-07-31 07:11:45,999,"BB-01",35,63.978,-168.3002,85,"yellowfin sole",1,290,286,54.09,2010,427375.32,2306542883.7021,331322.36,523428.29
34,94,201002,10210,"BS",2010-07-31 07:11:45,999,"BB-01",35,63.978,-168.3002,86,"yellowfin sole",1,380,730,54.09,2010,427375.32,2306542883.7021,331322.36,523428.29
34,94,201002,10210,"BS",2010-07-31 07:11:45,999,"BB-01",35,63.978,-168.3002,87,"yellowfin sole",1,300,356,54.09,2010,427375.32,2306542883.7021,331322.36,523428.29
34,94,201002,10210,"BS",2010-07-31 07:11:45,999,"BB-01",35,63.978,-168.3002,88,"yellowfin sole",1,200,86,54.09,2010,427375.32,2306542883.7021,331322.36,523428.29
34,94,201002,10210,"BS",2010-07-31 07:11:45,999,"BB-01",35,63.978,-168.3002,89,"yellowfin sole",1,170,58,54.09,2010,427375.32,2306542883.7021,331322.36,523428.29
34,94,201002,10210,"BS",2010-07-31 07:11:45,999,"BB-01",35,63.978,-168.3002,90,"yellowfin sole",2,310,416,54.09,2010,427375.32,2306542883.7021,331322.36,523428.29
34,94,201002,10210,"BS",2010-07-31 07:11:45,999,"BB-01",35,63.978,-168.3002,91,"yellowfin sole",2,420,996,54.09,2010,427375.32,2306542883.7021,331322.36,523428.29
34,94,201002,10210,"BS",2010-07-31 07:11:45,999,"BB-01",35,63.978,-168.3002,92,"yellowfin sole",2,330,490,54.09,2010,427375.32,2306542883.7021,331322.36,523428.29
34,94,201002,10210,"BS",2010-07-31 07:11:45,999,"BB-01",35,63.978,-168.3002,93,"yellowfin sole",2,380,724,54.09,2010,427375.32,2306542883.7021,331322.36,523428.29
34,94,201002,10210,"BS",2010-07-31 07:11:45,999,"BB-01",35,63.978,-168.3002,94,"yellowfin sole",2,410,824,54.09,2010,427375.32,2306542883.7021,331322.36,523428.29
34,94,201002,10210,"BS",2010-07-31 07:11:45,999,"BB-01",35,63.978,-168.3002,95,"yellowfin sole",2,320,454,54.09,2010,427375.32,2306542883.7021,331322.36,523428.29
34,94,201002,10210,"BS",2010-07-31 07:11:45,999,"BB-01",35,63.978,-168.3002,96,"yellowfin sole",2,400,882,54.09,2010,427375.32,2306542883.7021,331322.36,523428.29
34,94,201002,10210,"BS",2010-07-31 07:11:45,999,"BB-01",35,63.978,-168.3002,97,"yellowfin sole",2,360,566,54.09,2010,427375.32,2306542883.7021,331322.36,523428.29
34,94,201002,10210,"BS",2010-07-31 07:11:45,999,"BB-01",35,63.978,-168.3002,98,"yellowfin sole",2,340,554,54.09,2010,427375.32,2306542883.7021,331322.36,523428.29
34,94,201002,10210,"BS",2010-07-31 07:11:45,999,"BB-01",35,63.978,-168.3002,99,"yellowfin sole",2,390,1012,54.09,2010,427375.32,2306542883.7021,331322.36,523428.29
34,94,201002,10210,"BS",2010-07-31 07:11:45,999,"BB-01",35,63.978,-168.3002,100,"yellowfin sole",2,350,620,54.09,2010,427375.32,2306542883.7021,331322.36,523428.29
34,94,201002,10210,"BS",2010-07-31 07:11:45,999,"BB-01",35,63.978,-168.3002,101,"yellowfin sole",2,370,670,54.09,2010,427375.32,2306542883.7021,331322.36,523428.29
34,94,201002,10210,"BS",2010-07-31 07:11:45,999,"BB-01",35,63.978,-168.3002,102,"yellowfin sole",2,270,314,54.09,2010,427375.32,2306542883.7021,331322.36,523428.29
35,94,201002,10210,"BS",2010-07-31 12:01:35,999,"CC-01",38,64.34282,-168.32537,103,"yellowfin sole",1,260,200,32.16,2010,427375.32,2306542883.7021,331322.36,523428.29
35,94,201002,10210,"BS",2010-07-31 12:01:35,999,"CC-01",38,64.34282,-168.32537,104,"yellowfin sole",2,460,1522,32.16,2010,427375.32,2306542883.7021,331322.36,523428.29
35,94,201002,10210,"BS",2010-07-31 12:01:35,999,"CC-01",38,64.34282,-168.32537,105,"yellowfin sole",2,440,1208,32.16,2010,427375.32,2306542883.7021,331322.36,523428.29
35,94,201002,10210,"BS",2010-07-31 12:01:35,999,"CC-01",38,64.34282,-168.32537,106,"yellowfin sole",2,430,1230,32.16,2010,427375.32,2306542883.7021,331322.36,523428.29
35,94,201002,10210,"BS",2010-07-31 12:01:35,999,"CC-01",38,64.34282,-168.32537,107,"yellowfin sole",2,450,1212,32.16,2010,427375.32,2306542883.7021,331322.36,523428.29
35,94,201002,10210,"BS",2010-07-31 12:01:35,999,"CC-01",38,64.34282,-168.32537,108,"yellowfin sole",2,380,644,32.16,2010,427375.32,2306542883.7021,331322.36,523428.29
35,94,201002,10210,"BS",2010-07-31 12:01:35,999,"CC-01",38,64.34282,-168.32537,109,"yellowfin sole",2,340,466,32.16,2010,427375.32,2306542883.7021,331322.36,523428.29
35,94,201002,10210,"BS",2010-07-31 12:01:35,999,"CC-01",38,64.34282,-168.32537,110,"yellowfin sole",2,480,1504,32.16,2010,427375.32,2306542883.7021,331322.36,523428.29
35,94,201002,10210,"BS",2010-07-31 12:01:35,999,"CC-01",38,64.34282,-168.32537,111,"yellowfin sole",2,180,76,32.16,2010,427375.32,2306542883.7021,331322.36,523428.29
35,94,201002,10210,"BS",2010-07-31 12:01:35,999,"CC-01",38,64.34282,-168.32537,112,"yellowfin sole",2,170,60,32.16,2010,427375.32,2306542883.7021,331322.36,523428.29
35,94,201002,21720,"BS",2010-07-31 12:01:35,999,"CC-01",38,64.34282,-168.32537,93,"Pacific cod",2,850,7845,16.22,2010,29123.89,43399093.4674,15948.29,42299.49
35,94,201002,21720,"BS",2010-07-31 12:01:35,999,"CC-01",38,64.34282,-168.32537,94,"Pacific cod",1,850,8100,16.22,2010,29123.89,43399093.4674,15948.29,42299.49
36,94,201002,21720,"BS",2010-07-31 16:11:02,999,"DD-01",38,64.66873,-168.36397,95,"Pacific cod",2,730,3608,21.78,2010,29123.89,43399093.4674,15948.29,42299.49
36,94,201002,21720,"BS",2010-07-31 16:11:02,999,"DD-01",38,64.66873,-168.36397,96,"Pacific cod",2,920,10305,21.78,2010,29123.89,43399093.4674,15948.29,42299.49
36,94,201002,21720,"BS",2010-07-31 16:11:02,999,"DD-01",38,64.66873,-168.36397,97,"Pacific cod",2,840,7415,21.78,2010,29123.89,43399093.4674,15948.29,42299.49
36,94,201002,10210,"BS",2010-07-31 16:11:02,999,"DD-01",38,64.66873,-168.36397,113,"yellowfin sole",2,470,1582,5.76,2010,427375.32,2306542883.7021,331322.36,523428.29
36,94,201002,10210,"BS",2010-07-31 16:11:02,999,"DD-01",38,64.66873,-168.36397,114,"yellowfin sole",2,460,1376,5.76,2010,427375.32,2306542883.7021,331322.36,523428.29
36,94,201002,10210,"BS",2010-07-31 16:11:02,999,"DD-01",38,64.66873,-168.36397,115,"yellowfin sole",2,440,1112,5.76,2010,427375.32,2306542883.7021,331322.36,523428.29
37,94,201002,21720,"BS",2010-08-01 07:12:09,999,"DD-20",47,64.63747,-170.61765,98,"Pacific cod",3,110,8,41.44,2010,29123.89,43399093.4674,15948.29,42299.49
37,94,201002,21720,"BS",2010-08-01 07:12:09,999,"DD-20",47,64.63747,-170.61765,99,"Pacific cod",1,770,5394,41.44,2010,29123.89,43399093.4674,15948.29,42299.49
37,94,201002,21720,"BS",2010-08-01 07:12:09,999,"DD-20",47,64.63747,-170.61765,100,"Pacific cod",1,720,4920,41.44,2010,29123.89,43399093.4674,15948.29,42299.49
37,94,201002,21720,"BS",2010-08-01 07:12:09,999,"DD-20",47,64.63747,-170.61765,101,"Pacific cod",2,830,7850,41.44,2010,29123.89,43399093.4674,15948.29,42299.49
37,94,201002,21720,"BS",2010-08-01 07:12:09,999,"DD-20",47,64.63747,-170.61765,102,"Pacific cod",2,730,4864,41.44,2010,29123.89,43399093.4674,15948.29,42299.49
37,94,201002,21720,"BS",2010-08-01 07:12:09,999,"DD-20",47,64.63747,-170.61765,103,"Pacific cod",2,840,7990,41.44,2010,29123.89,43399093.4674,15948.29,42299.49
37,94,201002,21720,"BS",2010-08-01 07:12:09,999,"DD-20",47,64.63747,-170.61765,104,"Pacific cod",2,660,3742,41.44,2010,29123.89,43399093.4674,15948.29,42299.49
37,94,201002,21720,"BS",2010-08-01 07:12:09,999,"DD-20",47,64.63747,-170.61765,105,"Pacific cod",2,510,1514,41.44,2010,29123.89,43399093.4674,15948.29,42299.49
37,94,201002,21720,"BS",2010-08-01 07:12:09,999,"DD-20",47,64.63747,-170.61765,106,"Pacific cod",2,690,4520,41.44,2010,29123.89,43399093.4674,15948.29,42299.49
38,94,201002,21720,"BS",2010-08-01 09:53:08,999,"DD-19",46,64.6786,-169.90315,107,"Pacific cod",2,800,6780,88.12,2010,29123.89,43399093.4674,15948.29,42299.49
38,94,201002,21720,"BS",2010-08-01 09:53:08,999,"DD-19",46,64.6786,-169.90315,108,"Pacific cod",2,870,8135,88.12,2010,29123.89,43399093.4674,15948.29,42299.49
38,94,201002,21720,"BS",2010-08-01 09:53:08,999,"DD-19",46,64.6786,-169.90315,109,"Pacific cod",2,780,5478,88.12,2010,29123.89,43399093.4674,15948.29,42299.49
38,94,201002,21720,"BS",2010-08-01 09:53:08,999,"DD-19",46,64.6786,-169.90315,110,"Pacific cod",2,790,6280,88.12,2010,29123.89,43399093.4674,15948.29,42299.49
38,94,201002,21720,"BS",2010-08-01 09:53:08,999,"DD-19",46,64.6786,-169.90315,111,"Pacific cod",2,810,6870,88.12,2010,29123.89,43399093.4674,15948.29,42299.49
38,94,201002,21720,"BS",2010-08-01 09:53:08,999,"DD-19",46,64.6786,-169.90315,112,"Pacific cod",2,860,7810,88.12,2010,29123.89,43399093.4674,15948.29,42299.49
38,94,201002,21720,"BS",2010-08-01 09:53:08,999,"DD-19",46,64.6786,-169.90315,113,"Pacific cod",2,630,2552,88.12,2010,29123.89,43399093.4674,15948.29,42299.49
38,94,201002,21720,"BS",2010-08-01 09:53:08,999,"DD-19",46,64.6786,-169.90315,114,"Pacific cod",2,710,4832,88.12,2010,29123.89,43399093.4674,15948.29,42299.49
38,94,201002,21720,"BS",2010-08-01 09:53:08,999,"DD-19",46,64.6786,-169.90315,115,"Pacific cod",2,770,6240,88.12,2010,29123.89,43399093.4674,15948.29,42299.49
38,94,201002,21720,"BS",2010-08-01 09:53:08,999,"DD-19",46,64.6786,-169.90315,116,"Pacific cod",2,750,5548,88.12,2010,29123.89,43399093.4674,15948.29,42299.49
38,94,201002,21720,"BS",2010-08-01 09:53:08,999,"DD-19",46,64.6786,-169.90315,117,"Pacific cod",1,790,6035,88.12,2010,29123.89,43399093.4674,15948.29,42299.49
38,94,201002,21720,"BS",2010-08-01 09:53:08,999,"DD-19",46,64.6786,-169.90315,118,"Pacific cod",1,840,7715,88.12,2010,29123.89,43399093.4674,15948.29,42299.49
38,94,201002,21720,"BS",2010-08-01 09:53:08,999,"DD-19",46,64.6786,-169.90315,119,"Pacific cod",1,700,4380,88.12,2010,29123.89,43399093.4674,15948.29,42299.49
39,94,201002,21720,"BS",2010-08-01 12:46:30,999,"DD-18",42,64.64222,-169.18483,120,"Pacific cod",1,830,7330,63.54,2010,29123.89,43399093.4674,15948.29,42299.49
39,94,201002,21720,"BS",2010-08-01 12:46:30,999,"DD-18",42,64.64222,-169.18483,121,"Pacific cod",1,710,4538,63.54,2010,29123.89,43399093.4674,15948.29,42299.49
39,94,201002,21720,"BS",2010-08-01 12:46:30,999,"DD-18",42,64.64222,-169.18483,122,"Pacific cod",1,780,6405,63.54,2010,29123.89,43399093.4674,15948.29,42299.49
39,94,201002,21720,"BS",2010-08-01 12:46:30,999,"DD-18",42,64.64222,-169.18483,123,"Pacific cod",1,740,5368,63.54,2010,29123.89,43399093.4674,15948.29,42299.49
39,94,201002,21720,"BS",2010-08-01 12:46:30,999,"DD-18",42,64.64222,-169.18483,124,"Pacific cod",1,840,7925,63.54,2010,29123.89,43399093.4674,15948.29,42299.49
39,94,201002,21720,"BS",2010-08-01 12:46:30,999,"DD-18",42,64.64222,-169.18483,125,"Pacific cod",2,820,7715,63.54,2010,29123.89,43399093.4674,15948.29,42299.49
39,94,201002,21720,"BS",2010-08-01 12:46:30,999,"DD-18",42,64.64222,-169.18483,126,"Pacific cod",2,870,8165,63.54,2010,29123.89,43399093.4674,15948.29,42299.49
39,94,201002,21720,"BS",2010-08-01 12:46:30,999,"DD-18",42,64.64222,-169.18483,127,"Pacific cod",2,780,5275,63.54,2010,29123.89,43399093.4674,15948.29,42299.49
40,94,201002,21720,"BS",2010-08-01 15:40:43,999,"EE-18",48,65.02415,-169.1029,128,"Pacific cod",2,880,9340,122.14,2010,29123.89,43399093.4674,15948.29,42299.49
40,94,201002,21720,"BS",2010-08-01 15:40:43,999,"EE-18",48,65.02415,-169.1029,129,"Pacific cod",2,790,5726,122.14,2010,29123.89,43399093.4674,15948.29,42299.49
40,94,201002,21720,"BS",2010-08-01 15:40:43,999,"EE-18",48,65.02415,-169.1029,130,"Pacific cod",2,810,7555,122.14,2010,29123.89,43399093.4674,15948.29,42299.49
40,94,201002,21720,"BS",2010-08-01 15:40:43,999,"EE-18",48,65.02415,-169.1029,131,"Pacific cod",2,770,6750,122.14,2010,29123.89,43399093.4674,15948.29,42299.49
40,94,201002,21720,"BS",2010-08-01 15:40:43,999,"EE-18",48,65.02415,-169.1029,132,"Pacific cod",2,760,5054,122.14,2010,29123.89,43399093.4674,15948.29,42299.49
40,94,201002,21720,"BS",2010-08-01 15:40:43,999,"EE-18",48,65.02415,-169.1029,136,"Pacific cod",2,690,3864,122.14,2010,29123.89,43399093.4674,15948.29,42299.49
40,94,201002,21720,"BS",2010-08-01 15:40:43,999,"EE-18",48,65.02415,-169.1029,133,"Pacific cod",2,780,6790,122.14,2010,29123.89,43399093.4674,15948.29,42299.49
40,94,201002,21720,"BS",2010-08-01 15:40:43,999,"EE-18",48,65.02415,-169.1029,134,"Pacific cod",2,820,6880,122.14,2010,29123.89,43399093.4674,15948.29,42299.49
40,94,201002,21720,"BS",2010-08-01 15:40:43,999,"EE-18",48,65.02415,-169.1029,135,"Pacific cod",2,860,7360,122.14,2010,29123.89,43399093.4674,15948.29,42299.49
40,94,201002,21720,"BS",2010-08-01 15:40:43,999,"EE-18",48,65.02415,-169.1029,137,"Pacific cod",2,830,7440,122.14,2010,29123.89,43399093.4674,15948.29,42299.49
40,94,201002,21720,"BS",2010-08-01 15:40:43,999,"EE-18",48,65.02415,-169.1029,138,"Pacific cod",1,920,9575,122.14,2010,29123.89,43399093.4674,15948.29,42299.49
40,94,201002,21720,"BS",2010-08-01 15:40:43,999,"EE-18",48,65.02415,-169.1029,139,"Pacific cod",1,770,5444,122.14,2010,29123.89,43399093.4674,15948.29,42299.49
40,94,201002,21720,"BS",2010-08-01 15:40:43,999,"EE-18",48,65.02415,-169.1029,140,"Pacific cod",1,830,7230,122.14,2010,29123.89,43399093.4674,15948.29,42299.49
41,94,201002,21720,"BS",2010-08-01 18:26:46,999,"EE-19",49,65.01542,-169.88993,141,"Pacific cod",2,850,8065,19.66,2010,29123.89,43399093.4674,15948.29,42299.49
41,94,201002,21720,"BS",2010-08-01 18:26:46,999,"EE-19",49,65.01542,-169.88993,142,"Pacific cod",1,790,5974,19.66,2010,29123.89,43399093.4674,15948.29,42299.49
43,94,201002,21720,"BS",2010-08-02 10:10:05,999,"FF-01",53,65.32702,-168.42677,143,"Pacific cod",2,260,196,21.45,2010,29123.89,43399093.4674,15948.29,42299.49
43,94,201002,21720,"BS",2010-08-02 10:10:05,999,"FF-01",53,65.32702,-168.42677,144,"Pacific cod",1,820,7785,21.45,2010,29123.89,43399093.4674,15948.29,42299.49
43,94,201002,21720,"BS",2010-08-02 10:10:05,999,"FF-01",53,65.32702,-168.42677,145,"Pacific cod",1,810,5926,21.45,2010,29123.89,43399093.4674,15948.29,42299.49
43,94,201002,21720,"BS",2010-08-02 10:10:05,999,"FF-01",53,65.32702,-168.42677,146,"Pacific cod",1,850,7470,21.45,2010,29123.89,43399093.4674,15948.29,42299.49
46,94,201002,21740,"BS",2010-08-03 07:08:44,999,"EE-01",45,65.0101,-168.34465,9,"walleye pollock",2,840,3800,91.34,2010,21140.98,19743500.7276,12254.25,30027.71
46,94,201002,21740,"BS",2010-08-03 07:08:44,999,"EE-01",45,65.0101,-168.34465,10,"walleye pollock",1,750,3204,91.34,2010,21140.98,19743500.7276,12254.25,30027.71
46,94,201002,21740,"BS",2010-08-03 07:08:44,999,"EE-01",45,65.0101,-168.34465,11,"walleye pollock",2,770,2788,91.34,2010,21140.98,19743500.7276,12254.25,30027.71
46,94,201002,21740,"BS",2010-08-03 07:08:44,999,"EE-01",45,65.0101,-168.34465,12,"walleye pollock",2,760,3238,91.34,2010,21140.98,19743500.7276,12254.25,30027.71
46,94,201002,10210,"BS",2010-08-03 07:08:44,999,"EE-01",45,65.0101,-168.34465,116,"yellowfin sole",1,200,100,12.11,2010,427375.32,2306542883.7021,331322.36,523428.29
46,94,201002,10210,"BS",2010-08-03 07:08:44,999,"EE-01",45,65.0101,-168.34465,117,"yellowfin sole",1,290,346,12.11,2010,427375.32,2306542883.7021,331322.36,523428.29
46,94,201002,10210,"BS",2010-08-03 07:08:44,999,"EE-01",45,65.0101,-168.34465,118,"yellowfin sole",1,270,292,12.11,2010,427375.32,2306542883.7021,331322.36,523428.29
46,94,201002,10210,"BS",2010-08-03 07:08:44,999,"EE-01",45,65.0101,-168.34465,119,"yellowfin sole",2,360,604,12.11,2010,427375.32,2306542883.7021,331322.36,523428.29
46,94,201002,10210,"BS",2010-08-03 07:08:44,999,"EE-01",45,65.0101,-168.34465,120,"yellowfin sole",2,480,1546,12.11,2010,427375.32,2306542883.7021,331322.36,523428.29
46,94,201002,10210,"BS",2010-08-03 07:08:44,999,"EE-01",45,65.0101,-168.34465,121,"yellowfin sole",2,350,602,12.11,2010,427375.32,2306542883.7021,331322.36,523428.29
46,94,201002,10210,"BS",2010-08-03 07:08:44,999,"EE-01",45,65.0101,-168.34465,122,"yellowfin sole",2,320,464,12.11,2010,427375.32,2306542883.7021,331322.36,523428.29
46,94,201002,21720,"BS",2010-08-03 07:08:44,999,"EE-01",45,65.0101,-168.34465,147,"Pacific cod",1,760,5276,87.37,2010,29123.89,43399093.4674,15948.29,42299.49
46,94,201002,21720,"BS",2010-08-03 07:08:44,999,"EE-01",45,65.0101,-168.34465,148,"Pacific cod",1,720,4408,87.37,2010,29123.89,43399093.4674,15948.29,42299.49
46,94,201002,21720,"BS",2010-08-03 07:08:44,999,"EE-01",45,65.0101,-168.34465,149,"Pacific cod",1,770,5784,87.37,2010,29123.89,43399093.4674,15948.29,42299.49
46,94,201002,21720,"BS",2010-08-03 07:08:44,999,"EE-01",45,65.0101,-168.34465,150,"Pacific cod",2,820,6260,87.37,2010,29123.89,43399093.4674,15948.29,42299.49
46,94,201002,21720,"BS",2010-08-03 07:08:44,999,"EE-01",45,65.0101,-168.34465,151,"Pacific cod",2,750,4876,87.37,2010,29123.89,43399093.4674,15948.29,42299.49
46,94,201002,21720,"BS",2010-08-03 07:08:44,999,"EE-01",45,65.0101,-168.34465,152,"Pacific cod",2,680,3706,87.37,2010,29123.89,43399093.4674,15948.29,42299.49
46,94,201002,21720,"BS",2010-08-03 07:08:44,999,"EE-01",45,65.0101,-168.34465,153,"Pacific cod",2,890,8835,87.37,2010,29123.89,43399093.4674,15948.29,42299.49
46,94,201002,21720,"BS",2010-08-03 07:08:44,999,"EE-01",45,65.0101,-168.34465,154,"Pacific cod",2,910,11170,87.37,2010,29123.89,43399093.4674,15948.29,42299.49
47,94,201002,10210,"BS",2010-08-03 10:39:56,999,"DD-02",31,64.68485,-167.60737,123,"yellowfin sole",1,200,92,0.42,2010,427375.32,2306542883.7021,331322.36,523428.29
